id,url,primaryTitle,originalTitle,type,parentImdbId,description,primaryImage,thumbnails,trailer,contentRating,startYear,endYear,releaseDate,interests,countriesOfOrigin,externalLinks,spokenLanguages,filmingLocations,productionCompanies,budget,grossWorldwide,genres,isAdult,runtimeMinutes,averageRating,numVotes,metascore,directors,writers,cast
tt10526714,https://www.imdb.com/title/tt10526714/,Amir & Loqman Pergi ke Laut,Amir & Loqman Pergi ke Laut,movie,,"Amir and Loqman, two lowly criminals who are just not cut out for the life of crime, resort to trying their hands at robbing money changers upon learning that they must pay a whopping RM30,000 to exit the 'Brotherhood' they once so badly wanted to join. They now want only one thing - to set up a cafe by the sea and to spend the rest of their days serving drink to beautiful foreigners. They are oblivious to the fact that the Brotherhood are being hunted and viciously killed by three mysterious assassins. Will Amir and Loqman manage to escape the Brotherhood - alive?",https://m.media-amazon.com/images/M/MV5BOTllZGMwYjgtNzBlZi00M2Y1LThkNjgtODZmNzczNjcyNTI4XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BOTllZGMwYjgtNzBlZi00M2Y1LThkNjgtODZmNzczNjcyNTI4XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BOTllZGMwYjgtNzBlZi00M2Y1LThkNjgtODZmNzczNjcyNTI4XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BOTllZGMwYjgtNzBlZi00M2Y1LThkNjgtODZmNzczNjcyNTI4XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=4dhTojIdkbo,,2014,,2014-09-25,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",['MY'],['http://www.astroshaw.com.my/Movies/details/id/15/amir-loqman-pergi-ke-laut'],['ms'],"['Ipoh, Perak, Malaysia']","[{'id': 'co0016846', 'name': 'Astro Shaw'}, {'id': 'co0751929', 'name': 'Green Light Production'}]",1500000,,"['Action', 'Adventure', 'Comedy']",False,97,6.7,58,,"[{'id': 'nm1672174', 'url': 'https://www.imdb.com/name/nm1672174/', 'fullName': 'Mamat Khalid'}]","[{'id': 'nm1672174', 'url': 'https://www.imdb.com/name/nm1672174/', 'fullName': 'Mamat Khalid'}]","[{'id': 'nm5177232', 'url': 'https://www.imdb.com/name/nm5177232/', 'fullName': 'Shuib Sepah', 'primaryImage': None, 'thumbnails': [], 'job': 'actor', 'characters': ['Loqman']}, {'id': 'nm8201020', 'url': 'https://www.imdb.com/name/nm8201020/', 'fullName': 'Shuk Sahar', 'primaryImage': None, 'thumbnails': [], 'job': 'actor', 'characters': ['Amir']}, {'id': 'nm2385862', 'url': 'https://www.imdb.com/name/nm2385862/', 'fullName': 'Sofi Jikan', 'primaryImage': None, 'thumbnails': [], 'job': 'actor', 'characters': ['Big Joe']}, {'id': 'nm10785860', 'url': 'https://www.imdb.com/name/nm10785860/', 'fullName': 'Zarina Anjolie', 'primaryImage': None, 'thumbnails': [], 'job': 'actress', 'characters': ['Balqis']}, {'id': 'nm4153526', 'url': 'https://www.imdb.com/name/nm4153526/', 'fullName': 'Dewa Sapri', 'primaryImage': None, 'thumbnails': [], 'job': 'actor', 'characters': ['Manja']}, {'id': 'nm3659295', 'url': 'https://www.imdb.com/name/nm3659295/', 'fullName': 'Tengku Sariwani', 'primaryImage': None, 'thumbnails': [], 'job': 'actor', 'characters': ['Mata Sedih']}, {'id': 'nm4152726', 'url': 'https://www.imdb.com/name/nm4152726/', 'fullName': 'Kazar Saisi', 'primaryImage': None, 'thumbnails': [], 'job': 'actor', 'characters': ['Chatchai']}, {'id': 'nm0410856', 'url': 'https://www.imdb.com/name/nm0410856/', 'fullName': 'Rashidi Ishak', 'primaryImage': None, 'thumbnails': [], 'job': 'actor', 'characters': ['Doktor Murad']}, {'id': 'nm3035568', 'url': 'https://www.imdb.com/name/nm3035568/', 'fullName': 'Nadia Mustafar', 'primaryImage': None, 'thumbnails': [], 'job': 'actress', 'characters': ['Popinjey']}, {'id': 'nm10785861', 'url': 'https://www.imdb.com/name/nm10785861/', 'fullName': 'Khairul Nizam Mat Hashim', 'primaryImage': None, 'thumbnails': [], 'job': 'actor', 'characters': ['Rafael']}, {'id': 'nm1672174', 'url': 'https://www.imdb.com/name/nm1672174/', 'fullName': 'Mamat Khalid', 'primaryImage': None, 'thumbnails': [], 'job': 'director', 'characters': []}, {'id': 'nm1672174', 'url': 'https://www.imdb.com/name/nm1672174/', 'fullName': 'Mamat Khalid', 'primaryImage': None, 'thumbnails': [], 'job': 'writer', 'characters': []}, {'id': 'nm1118698', 'url': 'https://www.imdb.com/name/nm1118698/', 'fullName': 'Luka Kuncevic', 'primaryImage': None, 'thumbnails': [], 'job': 'composer', 'characters': []}, {'id': 'nm3826279', 'url': 'https://www.imdb.com/name/nm3826279/', 'fullName': 'Teck Zee Tan', 'primaryImage': None, 'thumbnails': [], 'job': 'cinematographer', 'characters': []}, {'id': 'nm2833407', 'url': 'https://www.imdb.com/name/nm2833407/', 'fullName': 'Nazim Shah', 'primaryImage': None, 'thumbnails': [], 'job': 'editor', 'characters': []}, {'id': 'nm1672174', 'url': 'https://www.imdb.com/name/nm1672174/', 'fullName': 'Mamat Khalid', 'primaryImage': None, 'thumbnails': [], 'job': 'production_designer', 'characters': []}]"
